sample_id,split,label,pixel_00,pixel_01,pixel_02,pixel_03,pixel_04,pixel_05,pixel_06,pixel_07,pixel_08,pixel_09,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63
DIGIT-0658,train,6,0,0,0,12,14,1,0,0,0,0,7,16,6,0,0,0,0,1,14,8,0,0,0,0,0,3,16,10,8,2,0,0,0,2,16,16,16,15,4,0,0,1,14,16,6,8,15,0,0,0,5,16,16,13,16,1,0,0,0,9,16,15,7,0
DIGIT-0659,train,6,0,0,5,14,4,0,0,0,0,0,12,12,0,0,0,0,0,0,16,9,0,0,0,0,0,8,16,0,0,0,0,0,0,8,16,13,16,9,1,0,0,11,16,14,10,16,2,0,0,7,16,14,12,15,1,0,0,1,9,13,10,3,0,0
DIGIT-0660,train,6,0,0,0,13,14,2,0,0,0,0,7,16,12,2,0,0,0,0,14,14,1,0,0,0,0,0,15,11,0,0,0,0,0,4,16,16,14,14,4,0,0,2,16,16,13,10,14,0,0,0,9,13,8,12,16,1,0,0,1,11,16,16,10,0
DIGIT-0661,train,6,0,0,0,11,9,0,0,0,0,0,6,16,8,0,0,0,0,0,13,12,0,0,0,0,0,0,16,6,4,2,0,0,0,0,16,16,15,15,4,0,0,0,15,6,0,0,15,1,0,0,9,13,0,6,14,5,0,0,0,9,16,16,10,0
DIGIT-0662,train,6,0,0,1,13,9,0,0,0,0,0,7,16,10,0,0,0,0,0,14,15,1,0,0,0,0,1,16,14,4,0,0,0,0,3,16,16,16,10,1,0,0,0,13,15,8,15,9,0,0,0,8,16,7,11,13,0,0,0,0,8,13,16,13,1
DIGIT-0663,train,6,0,0,0,6,11,0,0,0,0,0,1,16,14,1,0,0,0,0,5,16,2,0,0,0,0,0,8,14,0,0,0,0,0,0,8,12,2,0,0,0,0,0,11,16,16,16,11,2,0,0,2,16,4,3,12,10,0,0,0,4,14,16,13,8
DIGIT-0664,train,6,0,0,1,10,13,1,0,0,0,0,14,12,8,2,0,0,0,5,14,1,0,0,0,0,0,6,11,0,0,0,0,0,0,8,14,14,12,11,0,0,0,1,16,10,0,2,10,0,0,0,13,11,1,0,13,0,0,0,1,8,15,16,9,0
DIGIT-0665,train,6,0,0,1,8,12,1,0,0,0,0,7,16,11,0,0,0,0,0,13,14,0,0,0,0,0,2,16,10,0,0,0,0,0,1,16,8,5,3,0,0,0,0,14,16,16,16,10,0,0,0,7,16,9,15,16,2,0,0,0,6,12,14,7,0
DIGIT-0666,train,6,0,0,14,3,0,0,0,0,0,6,16,2,0,0,0,0,0,8,16,0,0,0,0,0,0,8,16,4,3,0,0,0,0,8,16,16,16,14,1,0,0,8,16,5,5,16,8,0,0,4,16,2,7,16,2,0,0,0,12,16,15,7,0,0
DIGIT-0667,train,6,0,0,12,16,9,0,0,0,0,3,16,7,5,0,0,0,0,11,13,0,0,0,0,0,0,9,12,0,0,0,0,0,0,9,13,10,15,8,0,0,0,5,16,15,8,11,10,0,0,4,16,12,1,5,16,0,0,1,10,15,16,16,10,0
DIGIT-0668,train,6,0,0,0,9,10,0,0,0,0,0,6,16,7,0,0,0,0,0,15,7,0,0,0,0,0,3,16,2,0,0,0,0,0,5,16,16,16,7,0,0,0,2,16,12,10,16,4,0,0,0,8,15,9,14,7,0,0,0,0,7,14,16,3,0
DIGIT-0669,train,6,0,0,4,14,15,9,0,0,0,0,14,9,0,2,0,0,0,2,15,1,0,0,0,0,0,5,9,0,0,0,0,0,0,7,12,10,15,7,0,0,0,4,16,15,3,11,6,0,0,0,13,15,14,11,10,0,0,0,5,14,16,11,2,0
DIGIT-0670,train,6,0,0,0,8,16,2,0,0,0,0,8,16,9,1,0,0,0,0,13,10,0,0,0,0,0,0,15,15,8,1,0,0,0,1,16,11,12,10,0,0,0,0,15,5,1,15,1,0,0,0,8,11,3,16,0,0,0,0,1,10,16,7,0,0
DIGIT-0671,train,6,0,0,0,12,1,0,0,0,0,0,5,14,1,0,0,0,0,0,12,9,0,0,0,0,0,3,16,2,0,0,0,0,0,3,13,6,8,8,2,0,0,2,16,16,12,13,14,0,0,0,11,14,6,5,16,2,0,0,1,10,14,14,10,0
DIGIT-0672,train,6,0,0,0,5,14,0,0,0,0,0,0,14,11,0,0,0,0,0,1,16,5,0,0,0,0,0,5,16,1,0,0,0,0,0,12,16,12,4,0,0,0,0,16,16,12,15,7,0,0,0,7,16,11,12,14,0,0,0,0,5,15,16,11,0
DIGIT-0673,train,6,0,0,5,11,0,0,0,0,0,1,14,5,0,0,0,0,0,4,12,0,0,0,0,0,0,4,12,3,4,0,0,0,0,8,16,16,16,14,1,0,0,5,16,4,3,9,8,0,0,0,14,7,5,11,12,0,0,0,5,15,16,11,4,0
DIGIT-0674,train,6,0,0,0,9,15,7,0,0,0,0,7,16,10,6,0,0,0,0,14,8,0,0,0,0,0,1,16,5,11,8,0,0,0,3,16,16,10,15,9,0,0,1,15,9,0,4,13,0,0,0,11,14,6,11,15,0,0,0,0,10,14,13,8,0
DIGIT-0675,train,6,0,0,1,15,4,0,0,0,0,0,9,12,0,0,0,0,0,1,14,6,0,0,0,0,0,1,16,4,3,3,0,0,0,2,16,8,16,15,2,0,0,1,16,16,10,5,12,0,0,0,13,15,8,12,10,0,0,0,0,13,15,10,1,0
DIGIT-0676,train,6,0,0,2,13,13,0,0,0,0,0,10,14,3,0,0,0,0,1,15,6,0,0,0,0,0,4,16,3,4,2,0,0,0,5,16,16,13,16,3,0,0,2,16,6,0,6,12,0,0,0,11,8,0,8,12,0,0,0,1,13,16,14,3,0
DIGIT-0677,train,6,0,0,4,15,3,0,0,0,0,0,8,16,1,0,0,0,0,0,14,13,0,0,0,0,0,3,16,10,4,3,0,0,0,8,16,16,16,16,5,0,0,8,16,6,4,14,8,0,0,5,16,11,8,16,5,0,0,0,6,15,16,11,0,0
DIGIT-0678,train,6,0,0,0,9,6,0,0,0,0,0,3,15,5,0,0,0,0,0,14,9,0,0,0,0,0,2,16,6,8,2,0,0,0,5,16,16,12,15,4,0,0,3,16,5,0,5,12,0,0,0,8,14,3,3,16,0,0,0,0,9,16,16,10,0
DIGIT-0679,train,6,0,0,0,6,16,10,0,0,0,0,3,15,15,4,0,0,0,0,5,16,8,0,0,0,0,0,10,16,4,0,0,0,0,0,10,16,8,1,0,0,0,1,15,16,16,15,2,0,0,1,13,16,15,16,7,0,0,0,0,5,15,15,5,0
DIGIT-0680,train,6,0,0,0,12,15,2,0,0,0,0,7,16,7,1,0,0,0,0,15,10,0,0,0,0,0,1,16,9,1,0,0,0,0,3,16,16,15,5,0,0,0,1,15,11,4,12,9,0,0,0,10,12,3,11,14,0,0,0,1,9,16,16,6,0
DIGIT-0681,train,6,0,0,0,7,12,1,0,0,0,0,3,16,12,0,0,0,0,0,8,13,0,0,0,0,0,0,14,9,1,0,0,0,0,0,14,16,16,16,5,0,0,0,12,16,11,6,16,1,0,0,6,15,2,7,15,2,0,0,0,8,13,12,6,0
DIGIT-0682,train,6,0,0,0,6,14,9,0,0,0,0,8,15,8,2,0,0,0,3,15,9,0,0,0,0,0,7,15,0,0,0,0,0,0,7,16,4,6,3,0,0,0,1,16,15,12,15,5,0,0,0,7,14,6,11,14,0,0,0,0,5,13,15,8,0
DIGIT-0683,train,6,0,0,13,13,0,0,0,0,0,6,16,7,0,0,0,0,0,10,13,0,0,0,0,0,0,8,16,13,16,10,0,0,0,8,16,14,9,15,6,0,0,5,16,6,0,2,15,0,0,7,16,12,0,3,15,0,0,1,6,13,16,16,8,0
DIGIT-0684,train,6,0,0,0,13,3,0,0,0,0,0,5,16,7,0,0,0,0,0,9,14,0,0,0,0,0,0,10,14,8,3,0,0,0,0,15,15,12,14,6,0,0,0,15,9,0,4,15,1,0,0,7,14,2,9,16,0,0,0,1,11,15,14,6,0
DIGIT-0685,train,6,0,0,1,11,8,0,0,0,0,0,8,15,3,0,0,0,0,1,15,4,0,0,0,0,0,4,16,8,15,14,3,0,0,4,14,11,7,5,10,0,0,1,13,0,0,1,13,0,0,0,11,5,0,9,13,0,0,0,2,11,16,12,1,0
DIGIT-0686,train,6,0,0,0,7,12,1,0,0,0,0,7,16,9,1,0,0,0,0,12,11,0,0,0,0,0,0,14,4,0,0,0,0,0,0,15,1,0,0,0,0,0,0,11,13,16,16,8,0,0,0,9,16,13,11,16,3,0,0,0,9,12,13,9,0
DIGIT-0687,train,6,0,0,1,11,13,0,0,0,0,0,7,16,8,1,0,0,0,0,15,12,0,0,0,0,0,1,15,7,0,0,0,0,0,0,15,7,4,5,1,0,0,0,15,16,16,16,13,1,0,0,10,16,9,8,16,6,0,0,1,9,14,16,13,2
DIGIT-0688,train,6,0,0,3,12,15,2,0,0,0,0,14,10,0,0,0,0,0,4,14,0,0,0,0,0,0,6,10,0,0,0,0,0,0,8,9,8,10,7,1,0,0,4,16,14,6,8,10,0,0,2,15,9,5,11,11,0,0,0,3,13,16,11,1,0
DIGIT-0689,train,6,0,0,0,11,10,1,0,0,0,0,10,16,9,3,0,0,0,0,15,14,0,0,0,0,0,2,16,7,0,0,0,0,0,0,16,5,4,0,0,0,0,0,15,16,16,13,1,0,0,0,6,16,16,16,11,0,0,0,0,6,16,16,9,0
DIGIT-0690,train,6,0,0,0,6,13,0,0,0,0,0,1,13,9,0,0,0,0,0,4,16,4,0,0,0,0,0,8,14,0,0,0,0,0,0,13,15,12,8,0,0,0,0,12,14,5,10,12,0,0,0,8,13,4,4,15,2,0,0,0,5,12,14,7,0
DIGIT-0691,train,6,0,0,5,13,0,0,0,0,0,0,12,11,0,0,0,0,0,3,16,2,0,0,0,0,0,5,15,0,0,0,0,0,0,7,14,0,4,1,0,0,0,5,16,16,16,13,0,0,0,3,16,16,10,16,5,0,0,0,6,13,16,12,0,0
DIGIT-0692,train,6,0,0,6,8,0,0,0,0,0,0,11,14,0,0,0,0,0,0,13,7,0,0,0,0,0,0,16,7,0,0,0,0,0,0,16,9,6,0,0,0,0,4,16,16,16,14,2,0,0,2,14,14,8,16,9,0,0,0,6,15,16,16,6,0
DIGIT-0693,train,6,0,0,1,12,0,0,0,0,0,0,4,14,0,0,0,0,0,0,11,9,0,0,0,0,0,0,13,10,2,0,0,0,0,4,16,16,16,13,1,0,0,1,16,10,4,13,11,0,0,0,8,13,2,11,11,0,0,0,0,11,16,14,3,0
DIGIT-0694,train,6,0,0,0,6,13,0,0,0,0,0,0,13,9,0,0,0,0,0,1,16,3,0,0,0,0,0,3,15,0,0,0,0,0,0,6,14,8,7,1,0,0,0,7,16,12,12,13,2,0,0,4,16,3,3,13,7,0,0,0,7,16,16,11,1
DIGIT-0695,train,6,0,0,0,1,13,2,0,0,0,0,0,8,16,4,0,0,0,0,0,16,8,0,0,0,0,0,3,16,2,0,0,0,0,0,13,16,11,5,0,0,0,1,15,12,6,12,4,0,0,0,1,13,8,12,10,0,0,0,0,2,12,13,8,0
DIGIT-0696,train,6,0,0,2,14,6,0,0,0,0,0,11,16,7,0,0,0,0,0,16,16,0,0,0,0,0,3,16,12,0,0,0,0,0,5,16,16,16,11,1,0,0,4,16,16,14,16,6,0,0,0,12,16,11,16,10,0,0,0,1,11,15,11,2,0
DIGIT-0697,train,6,0,0,0,12,12,1,0,0,0,0,6,16,8,0,0,0,0,0,11,11,0,0,0,0,0,0,13,6,0,0,0,0,0,0,15,16,16,15,5,0,0,0,14,14,4,5,15,1,0,0,8,14,2,6,16,3,0,0,0,8,13,15,9,0
DIGIT-0698,train,6,0,0,0,9,7,0,0,0,0,0,4,16,5,0,0,0,0,0,8,13,0,0,0,0,0,0,13,8,0,0,0,0,0,2,15,7,8,7,1,0,0,1,15,11,8,10,13,0,0,0,11,10,4,5,15,2,0,0,0,9,12,13,9,0
DIGIT-0699,train,6,0,0,0,11,15,5,0,0,0,0,8,16,13,6,0,0,0,0,11,14,0,0,0,0,0,0,15,15,12,8,0,0,0,0,16,14,12,15,9,0,0,0,16,6,0,11,14,0,0,0,10,14,9,16,11,0,0,0,1,11,13,12,1,0
DIGIT-0700,train,6,0,0,13,15,0,0,0,0,0,4,16,4,0,0,0,0,0,7,16,0,0,0,0,0,0,10,14,0,3,1,0,0,0,9,12,10,16,14,3,0,0,8,16,13,5,7,15,0,0,2,16,9,0,7,16,0,0,0,13,16,16,16,7,0
DIGIT-0701,train,7,0,0,4,10,12,12,13,4,0,0,6,8,4,6,15,2,0,0,0,0,0,12,6,0,0,0,0,0,7,12,0,0,0,5,16,16,16,13,1,0,0,2,4,13,10,0,0,0,0,0,3,16,2,0,0,0,0,0,7,14,0,0,0,0
DIGIT-0702,train,7,0,0,1,15,16,16,15,0,0,0,0,8,8,14,10,0,0,0,0,0,4,15,1,0,0,0,0,3,12,12,2,0,0,2,12,16,16,14,7,0,0,3,6,9,10,0,0,0,0,0,0,13,6,0,0,0,0,0,2,16,2,0,0,0
DIGIT-0703,train,7,0,0,5,12,15,15,5,0,0,0,8,7,4,13,7,0,0,0,0,0,2,16,1,0,0,0,2,4,12,10,0,0,0,7,16,14,16,12,2,0,0,2,0,11,7,0,0,0,0,0,3,14,1,0,0,0,0,0,8,7,0,0,0,0
DIGIT-0704,train,7,0,0,4,12,12,15,7,0,0,0,7,12,12,15,9,0,0,0,0,0,1,13,5,0,0,0,3,8,10,16,1,0,0,0,8,16,16,16,5,0,0,0,0,6,12,1,0,0,0,0,0,14,5,0,0,0,0,0,3,15,0,0,0,0
DIGIT-0705,train,7,0,2,16,16,16,16,4,0,0,1,8,8,12,16,6,0,0,0,0,1,14,13,0,0,0,1,4,6,16,8,0,0,0,9,16,16,16,13,2,0,0,2,11,16,10,7,0,0,0,0,12,13,0,0,0,0,0,2,16,7,0,0,0,0
DIGIT-0706,train,7,0,0,7,16,15,6,0,0,0,0,2,9,15,14,0,0,0,0,0,0,13,12,0,0,0,0,0,3,16,14,8,0,0,0,9,16,16,16,9,0,0,0,5,14,14,2,0,0,0,0,2,15,6,0,0,0,0,0,9,15,0,0,0,0
DIGIT-0707,train,7,0,0,9,16,16,12,14,0,0,0,4,8,11,14,13,0,0,0,0,0,3,15,2,0,0,0,0,6,13,15,8,0,0,0,6,16,15,8,2,0,0,0,1,14,9,0,0,0,0,0,4,16,1,0,0,0,0,0,12,9,0,0,0,0
DIGIT-0708,train,7,0,0,12,14,12,11,4,0,0,0,4,10,12,15,14,0,0,0,0,0,0,12,10,0,0,0,2,4,5,16,3,0,0,2,14,16,16,16,8,0,0,0,4,11,14,2,0,0,0,0,3,14,3,0,0,0,0,0,14,10,0,0,0,0
DIGIT-0709,train,7,0,0,4,13,7,4,4,0,0,0,12,12,13,16,6,0,0,0,11,0,6,13,0,0,0,0,4,4,13,5,0,0,0,0,16,16,16,16,4,0,0,0,0,12,10,10,1,0,0,0,2,14,2,0,0,0,0,0,6,10,0,0,0,0
DIGIT-0710,train,7,0,0,7,12,16,16,7,0,0,0,14,14,11,16,7,0,0,0,2,0,7,16,3,0,0,0,2,11,15,16,4,0,0,0,13,16,16,16,7,0,0,0,4,15,12,0,0,0,0,0,6,16,3,0,0,0,0,0,9,15,2,0,0,0
DIGIT-0711,train,7,0,0,3,8,10,12,15,0,0,0,8,10,9,15,13,0,0,0,0,0,5,16,5,0,0,0,0,5,13,14,3,0,0,0,4,14,16,16,5,0,0,0,0,11,12,1,0,0,0,0,0,16,7,0,0,0,0,0,2,13,0,0,0,0
DIGIT-0712,train,7,0,0,8,12,13,16,8,0,0,0,9,9,9,16,5,0,0,0,0,0,7,15,0,0,0,0,6,11,15,11,1,0,0,0,9,14,15,15,6,0,0,0,0,16,8,0,0,0,0,0,3,16,3,0,0,0,0,0,8,14,0,0,0,0
DIGIT-0713,train,7,0,0,0,10,16,16,16,9,0,0,0,2,5,10,16,12,0,0,0,0,0,6,16,2,0,0,0,0,0,14,10,0,0,1,8,14,16,16,5,0,0,5,10,8,16,10,1,0,0,0,0,5,14,1,0,0,0,0,0,13,9,0,0,0
DIGIT-0714,train,7,0,2,0,0,9,7,0,0,0,15,16,16,16,9,0,0,0,1,5,4,16,7,0,0,0,1,4,4,16,7,0,0,0,5,16,16,16,15,2,0,0,0,3,1,14,6,0,0,0,0,0,0,13,7,0,0,0,0,0,0,10,11,0,0
DIGIT-0715,train,7,0,0,8,16,16,16,16,2,0,0,8,10,7,12,13,0,0,0,0,0,3,15,2,0,0,0,4,11,15,16,13,0,0,0,11,16,14,6,0,0,0,0,1,14,6,0,0,0,0,0,7,13,1,0,0,0,0,0,12,8,0,0,0,0
DIGIT-0716,train,7,0,0,6,14,15,1,0,0,0,0,14,16,16,8,0,0,0,0,4,2,10,10,0,0,0,0,0,0,10,8,0,0,0,0,7,16,16,16,4,0,0,0,9,13,15,8,1,0,0,0,0,12,9,0,0,0,0,0,5,13,0,0,0,0
DIGIT-0717,train,7,0,0,10,16,15,14,8,0,0,0,7,9,8,14,13,0,0,0,0,0,3,15,2,0,0,0,0,6,13,13,6,0,0,0,1,16,15,12,4,0,0,0,0,12,6,0,0,0,0,0,6,13,1,0,0,0,0,0,12,6,0,0,0,0
DIGIT-0718,train,7,0,0,8,12,12,14,8,0,0,2,11,12,12,16,12,0,0,0,0,0,3,16,5,0,0,0,3,7,15,13,0,0,0,0,15,16,16,16,4,0,0,0,1,15,9,0,0,0,0,0,10,14,0,0,0,0,0,0,10,11,0,0,0,0
DIGIT-0719,train,7,0,3,16,16,16,16,8,0,0,0,5,8,12,16,6,0,0,0,0,0,13,12,0,0,0,8,12,12,16,10,1,0,0,8,16,16,16,15,1,0,0,0,8,15,3,0,0,0,0,2,15,8,0,0,0,0,0,2,15,2,0,0,0,0
DIGIT-0720,train,7,0,0,2,13,16,15,4,0,0,0,9,16,16,16,6,0,0,0,0,0,3,16,7,0,0,0,0,0,4,16,1,0,0,0,2,11,14,16,4,0,0,0,10,16,16,15,2,0,0,0,3,14,11,0,0,0,0,0,3,14,1,0,0,0
DIGIT-0721,train,7,0,0,8,16,16,16,12,3,0,0,2,2,0,5,16,8,0,0,0,0,0,5,15,1,0,0,0,0,1,13,8,0,0,1,8,8,10,16,1,0,0,3,12,15,16,11,3,0,0,0,2,15,7,0,0,0,0,0,11,11,0,0,0,0
DIGIT-0722,train,7,0,0,11,16,16,16,9,0,0,0,3,8,8,15,12,0,0,0,0,0,4,16,6,0,0,3,8,8,12,14,0,0,0,10,16,16,16,15,1,0,0,1,4,11,15,2,0,0,0,0,1,15,8,0,0,0,0,0,10,13,1,0,0,0
DIGIT-0723,train,7,0,0,2,9,15,11,0,0,0,3,15,16,16,16,0,0,0,3,13,3,9,16,2,0,0,0,0,6,14,16,13,0,0,0,5,16,16,13,2,0,0,0,5,11,16,4,0,0,0,0,0,11,15,0,0,0,0,0,0,16,7,0,0,0
DIGIT-0724,train,7,0,0,6,13,16,14,0,0,0,0,14,12,14,13,0,0,0,0,0,0,13,7,0,0,0,0,0,3,16,10,4,0,0,0,13,16,16,16,8,0,0,0,10,15,14,12,4,0,0,0,3,16,5,0,0,0,0,0,6,14,0,0,0,0
DIGIT-0725,train,7,0,0,5,15,16,7,0,0,0,0,8,12,16,16,1,0,0,0,2,7,13,15,0,0,0,0,10,16,16,15,8,0,0,0,2,15,16,16,9,0,0,0,0,8,16,2,0,0,0,0,0,15,9,0,0,0,0,0,4,16,1,0,0,0
DIGIT-0726,train,7,0,0,0,13,16,16,16,8,0,0,0,7,4,6,15,9,0,0,0,0,0,6,15,0,0,0,0,2,4,14,6,0,0,0,3,16,16,16,6,0,0,0,0,1,15,4,0,0,0,0,0,8,12,0,0,0,0,0,1,15,4,0,0,0
DIGIT-0727,train,7,0,4,8,8,12,16,5,0,0,8,16,16,16,15,3,0,0,2,3,7,16,7,0,0,0,0,0,12,14,1,0,0,0,0,9,16,7,0,0,0,0,0,14,16,0,0,0,0,0,6,16,12,0,0,0,0,0,6,14,7,0,0,0,0
DIGIT-0728,train,7,0,1,12,16,16,8,0,0,0,1,8,5,9,12,0,0,0,0,0,0,11,8,0,0,0,0,5,14,14,10,5,0,0,0,3,15,14,12,5,0,0,0,2,16,3,0,0,0,0,0,10,9,0,0,0,0,0,0,13,2,0,0,0,0
DIGIT-0729,train,7,0,0,4,15,16,16,16,15,0,0,2,8,8,5,13,9,0,0,0,0,0,5,15,2,0,0,0,0,3,14,8,0,0,0,2,15,16,16,8,0,0,0,3,9,16,4,0,0,0,0,0,11,13,0,0,0,0,0,5,15,3,0,0,0
DIGIT-0730,train,7,0,0,14,16,12,16,16,0,0,0,8,12,8,16,11,0,0,0,0,0,7,15,3,0,0,0,2,7,14,14,3,0,0,0,12,16,14,12,6,0,0,0,1,15,5,0,0,0,0,0,9,16,0,0,0,0,0,0,16,9,0,0,0,0
DIGIT-0731,train,7,0,0,6,12,16,16,15,3,0,0,14,16,12,14,16,8,0,0,0,0,0,14,16,3,0,0,0,0,3,16,11,0,0,0,0,0,12,16,2,0,0,0,0,6,16,11,0,0,0,0,2,15,14,1,0,0,0,0,6,16,9,0,0,0
DIGIT-0732,train,7,0,0,5,8,13,13,10,1,0,0,7,8,5,12,14,1,0,0,0,0,0,14,8,0,0,0,11,16,16,16,9,0,0,0,2,6,16,11,5,0,0,0,0,10,8,0,0,0,0,0,3,16,1,0,0,0,0,0,8,10,0,0,0,0
DIGIT-0733,train,7,0,0,6,12,12,15,7,0,0,0,14,15,12,16,9,0,0,0,0,0,0,16,8,0,0,0,1,1,9,14,0,0,0,3,15,16,16,16,2,0,0,3,8,14,16,5,0,0,0,0,3,16,8,0,0,0,0,0,7,15,5,0,0,0
DIGIT-0734,train,7,0,0,3,8,12,14,15,3,0,0,4,8,4,8,16,3,0,0,0,0,0,6,14,0,0,0,2,10,12,15,8,0,0,0,9,8,15,12,4,0,0,0,0,5,15,3,0,0,0,0,0,10,10,0,0,0,0,0,2,16,4,0,0,0
DIGIT-0735,train,7,0,0,7,12,15,15,2,0,0,3,16,12,8,16,5,0,0,0,0,0,6,16,0,0,0,0,0,0,14,15,6,0,0,0,1,15,16,16,9,0,0,0,0,13,10,2,0,0,0,0,2,16,3,0,0,0,0,0,10,15,0,0,0,0
DIGIT-0736,train,7,0,0,3,11,2,7,13,0,0,0,3,13,16,16,7,0,0,0,0,0,5,13,0,0,0,0,0,0,9,7,0,0,0,8,16,16,16,16,2,0,0,2,4,12,11,1,0,0,0,0,0,15,5,0,0,0,0,0,3,16,3,0,0,0
DIGIT-0737,train,7,0,0,10,16,16,9,0,0,0,1,6,4,5,15,4,0,0,0,0,0,3,15,2,0,0,1,4,0,12,8,0,0,0,3,16,16,16,16,8,0,0,0,2,13,7,0,0,0,0,0,7,12,0,0,0,0,0,0,12,6,0,0,0,0
DIGIT-0738,train,7,0,0,6,15,16,16,9,0,0,2,16,11,8,15,12,0,0,0,2,0,0,14,11,0,0,0,3,8,8,16,7,0,0,3,16,16,16,16,10,0,0,0,6,6,15,4,0,0,0,0,0,15,7,0,0,0,0,0,8,12,0,0,0,0
DIGIT-0739,train,7,0,0,7,15,16,11,0,0,0,0,9,11,13,12,0,0,0,0,0,0,12,8,0,0,0,0,5,8,16,7,0,0,0,10,16,16,16,16,7,0,0,5,6,16,11,4,1,0,0,0,4,16,2,0,0,0,0,0,8,14,1,0,0,0
DIGIT-0740,train,7,0,0,10,13,16,16,12,0,0,0,6,12,8,13,11,0,0,0,0,0,2,16,5,0,0,0,6,8,14,16,13,0,0,0,15,16,15,9,1,0,0,0,0,13,6,0,0,0,0,0,6,14,1,0,0,0,0,0,14,9,0,0,0,0
DIGIT-0741,train,7,0,0,9,16,16,16,12,0,0,0,8,12,10,14,10,0,0,0,2,5,4,15,1,0,0,0,9,16,16,16,13,0,0,0,2,14,15,7,1,0,0,0,0,14,7,0,0,0,0,0,6,14,0,0,0,0,0,0,10,9,0,0,0,0
DIGIT-0742,train,7,0,0,4,14,16,10,0,0,0,0,13,8,11,15,0,0,0,0,1,0,8,11,0,0,0,0,0,0,13,7,0,0,0,0,4,8,16,9,1,0,0,0,7,16,15,10,1,0,0,0,3,15,1,0,0,0,0,0,6,14,0,0,0,0
DIGIT-0743,train,7,0,1,11,16,16,7,0,0,0,0,8,7,12,12,0,0,0,0,0,0,12,8,0,0,0,0,0,2,14,4,0,0,0,1,13,16,16,11,4,0,0,1,12,16,10,8,3,0,0,0,11,11,0,0,0,0,0,3,16,5,0,0,0,0
DIGIT-0744,train,7,0,0,0,10,16,13,7,0,0,0,2,9,10,15,11,0,0,0,0,0,0,13,8,0,0,0,1,7,9,16,5,0,0,0,7,16,16,15,5,0,0,0,0,0,14,3,0,0,0,0,0,6,16,1,0,0,0,0,0,16,8,0,0,0
DIGIT-0745,train,7,0,0,3,13,16,15,2,0,0,0,10,12,10,16,10,3,0,0,0,0,8,16,15,4,0,0,0,8,16,15,1,0,0,0,0,2,10,10,0,0,0,0,0,4,15,1,0,0,0,0,0,11,9,0,0,0,0,0,4,15,0,0,0,0
DIGIT-0746,train,7,0,0,3,12,16,8,0,0,0,0,12,12,15,12,0,0,0,0,0,0,7,12,0,0,0,0,0,0,13,7,0,0,0,0,4,15,16,9,1,0,0,0,5,15,16,16,3,0,0,0,0,14,14,5,0,0,0,0,4,15,3,0,0,0
DIGIT-0747,train,7,0,0,3,14,8,8,8,0,0,0,2,11,12,15,10,0,0,0,0,0,0,13,4,0,0,1,16,16,16,15,3,0,0,2,8,8,16,16,6,0,0,0,0,8,13,3,1,0,0,0,1,16,7,0,0,0,0,0,5,11,1,0,0,0
DIGIT-0748,train,7,0,0,8,12,16,16,5,0,0,0,9,16,16,16,1,0,0,0,0,1,13,10,0,0,0,0,3,7,16,13,8,0,0,2,16,16,16,12,7,0,0,0,6,16,4,0,0,0,0,0,11,16,0,0,0,0,0,0,11,13,0,0,0,0
DIGIT-0749,train,7,0,0,4,14,16,14,1,0,0,1,16,13,14,16,5,0,0,1,5,0,3,16,3,0,0,0,0,0,7,15,0,0,0,2,13,16,16,14,4,0,0,3,10,14,14,8,1,0,0,0,2,14,8,0,0,0,0,0,6,14,1,0,0,0
DIGIT-0750,train,7,0,0,10,16,11,8,3,0,0,0,6,12,13,16,7,0,0,0,0,0,5,15,1,0,0,0,4,6,13,8,0,0,0,0,15,16,16,16,4,0,0,0,1,14,11,13,4,0,0,0,4,16,1,0,0,0,0,0,12,10,0,0,0,0
DIGIT-0751,train,7,0,0,9,14,16,12,1,0,0,3,14,5,4,12,8,0,0,1,2,0,0,13,6,0,0,0,4,8,10,16,4,0,0,5,14,11,16,8,1,0,0,3,2,9,11,0,0,0,0,0,3,15,2,0,0,0,0,0,9,8,0,0,0,0
DIGIT-0752,train,7,0,0,7,14,16,8,0,0,0,0,5,10,13,7,0,0,0,0,0,0,13,3,0,0,0,0,4,8,16,8,4,0,0,2,16,16,13,12,4,0,0,1,3,14,2,0,0,0,0,0,2,14,0,0,0,0,0,0,8,13,0,0,0,0
DIGIT-0753,train,7,0,0,15,16,16,15,2,0,0,0,5,8,11,16,3,0,0,0,0,0,15,8,0,0,0,3,8,8,16,7,2,0,0,6,15,16,16,16,8,0,0,0,2,15,7,3,0,0,0,0,11,13,0,0,0,0,0,0,16,7,0,0,0,0
